date,home_team,away_team,winning_team
2022-11-28,Brooklyn Nets,Orlando Magic,0
2022-11-28,Toronto Raptors,Cleveland Cavaliers,0
2022-11-28,New Orleans Pelicans,Oklahoma City Thunder,0
2022-11-28,Denver Nuggets,Houston Rockets,0
2022-11-28,Utah Jazz,Chicago Bulls,1
2022-11-28,Sacramento Kings,Phoenix Suns,1
2022-11-28,Los Angeles Lakers,Indiana Pacers,1
2022-11-29,Detroit Pistons,New York Knicks,1
2022-11-29,Dallas Mavericks,Golden State Warriors,0
2022-11-29,Portland Trail Blazers,Los Angeles Clippers,1
2022-11-30,Cleveland Cavaliers,Philadelphia 76ers,0
2022-11-30,Orlando Magic,Atlanta Hawks,1
2022-11-30,Boston Celtics,Miami Heat,0
2022-11-30,Brooklyn Nets,Washington Wizards,0
2022-11-30,New York Knicks,Milwaukee Bucks,1
2022-11-30,Minnesota Timberwolves,Memphis Grizzlies,0
2022-11-30,New Orleans Pelicans,Toronto Raptors,0
2022-11-30,Oklahoma City Thunder,San Antonio Spurs,0
2022-11-30,Denver Nuggets,Houston Rockets,0
2022-11-30,Phoenix Suns,Chicago Bulls,0
2022-11-30,Utah Jazz,Los Angeles Clippers,0
2022-11-30,Sacramento Kings,Indiana Pacers,0
2022-11-30,Los Angeles Lakers,Portland Trail Blazers,0
2022-12-01,Detroit Pistons,Dallas Mavericks,0
2022-12-02,Charlotte Hornets,Washington Wizards,0
2022-12-02,Atlanta Hawks,Denver Nuggets,0
2022-12-02,Boston Celtics,Miami Heat,1
2022-12-02,Brooklyn Nets,Toronto Raptors,0
2022-12-02,Cleveland Cavaliers,Orlando Magic,0
2022-12-02,Milwaukee Bucks,Los Angeles Lakers,1
2022-12-02,Memphis Grizzlies,Philadelphia 76ers,0
2022-12-02,San Antonio Spurs,New Orleans Pelicans,1
2022-12-02,Phoenix Suns,Houston Rockets,1
2022-12-02,Utah Jazz,Indiana Pacers,0
2022-12-02,Golden State Warriors,Chicago Bulls,0
2022-12-03,New York Knicks,Dallas Mavericks,1
2022-12-03,Los Angeles Clippers,Sacramento Kings,1
2022-12-03,Charlotte Hornets,Milwaukee Bucks,1
2022-12-03,Minnesota Timberwolves,Oklahoma City Thunder,1
2022-12-03,Toronto Raptors,Orlando Magic,0
2022-12-03,Golden State Warriors,Houston Rockets,0
2022-12-03,Utah Jazz,Portland Trail Blazers,1
2022-12-04,New Orleans Pelicans,Denver Nuggets,0
2022-12-04,San Antonio Spurs,Phoenix Suns,1
2022-12-04,Brooklyn Nets,Boston Celtics,1
2022-12-04,Detroit Pistons,Memphis Grizzlies,1
2022-12-04,New York Knicks,Cleveland Cavaliers,0
2022-12-04,Sacramento Kings,Chicago Bulls,0
2022-12-04,Washington Wizards,Los Angeles Lakers,1
2022-12-04,Portland Trail Blazers,Indiana Pacers,0
2022-12-05,Charlotte Hornets,Los Angeles Clippers,1
2022-12-05,Orlando Magic,Milwaukee Bucks,1
2022-12-05,Atlanta Hawks,Oklahoma City Thunder,1
2022-12-05,Toronto Raptors,Boston Celtics,1
2022-12-05,Houston Rockets,Philadelphia 76ers,0
2022-12-05,Memphis Grizzlies,Miami Heat,0
2022-12-05,Dallas Mavericks,Phoenix Suns,0
2022-12-05,Golden State Warriors,Indiana Pacers,1
2022-12-06,Cleveland Cavaliers,Los Angeles Lakers,0
2022-12-06,Miami Heat,Detroit Pistons,1
2022-12-06,Denver Nuggets,Dallas Mavericks,1
2022-12-07,Orlando Magic,Los Angeles Clippers,0
2022-12-07,Brooklyn Nets,Charlotte Hornets,0
2022-12-07,New York Knicks,Atlanta Hawks,0
2022-12-07,Toronto Raptors,Los Angeles Lakers,0
2022-12-07,Chicago Bulls,Washington Wizards,0
2022-12-07,Memphis Grizzlies,Oklahoma City Thunder,0
2022-12-07,Milwaukee Bucks,Sacramento Kings,0
2022-12-07,Minnesota Timberwolves,Indiana Pacers,0
2022-12-07,New Orleans Pelicans,Detroit Pistons,0
2022-12-07,Utah Jazz,Golden State Warriors,0
2022-12-07,Phoenix Suns,Boston Celtics,1
2022-12-08,Miami Heat,Los Angeles Clippers,0
2022-12-08,San Antonio Spurs,Houston Rockets,0
2022-12-08,Portland Trail Blazers,Denver Nuggets,1
2022-12-09,Charlotte Hornets,New York Knicks,1
2022-12-09,Indiana Pacers,Washington Wizards,0
2022-12-09,Orlando Magic,Toronto Raptors,0
2022-12-09,Brooklyn Nets,Atlanta Hawks,0
2022-12-09,Cleveland Cavaliers,Sacramento Kings,1
2022-12-09,Philadelphia 76ers,Los Angeles Lakers,0
2022-12-09,Memphis Grizzlies,Detroit Pistons,0
2022-12-09,New Orleans Pelicans,Phoenix Suns,0
2022-12-09,Utah Jazz,Minnesota Timberwolves,1
2022-12-09,Dallas Mavericks,Milwaukee Bucks,1
2022-12-10,Miami Heat,San Antonio Spurs,1
2022-12-10,Indiana Pacers,Brooklyn Nets,1
2022-12-10,Washington Wizards,Los Angeles Clippers,1
2022-12-10,Cleveland Cavaliers,Oklahoma City Thunder,0
2022-12-10,Chicago Bulls,Dallas Mavericks,0
2022-12-10,Golden State Warriors,Boston Celtics,0
2022-12-10,Denver Nuggets,Utah Jazz,0
2022-12-10,Portland Trail Blazers,Minnesota Timberwolves,0
2022-12-11,New Orleans Pelicans,Phoenix Suns,0
2022-12-11,Detroit Pistons,Los Angeles Lakers,1
2022-12-11,New York Knicks,Sacramento Kings,0
2022-12-11,Orlando Magic,Toronto Raptors,0
2022-12-11,Philadelphia 76ers,Charlotte Hornets,0
2022-12-11,Atlanta Hawks,Chicago Bulls,0
2022-12-11,Houston Rockets,Milwaukee Bucks,0
2022-12-12,Indiana Pacers,Miami Heat,1
2022-12-12,Washington Wizards,Brooklyn Nets,1
2022-12-12,Memphis Grizzlies,Atlanta Hawks,0
2022-12-12,Dallas Mavericks,Oklahoma City Thunder,0
2022-12-12,San Antonio Spurs,Cleveland Cavaliers,0
2022-12-12,Portland Trail Blazers,Minnesota Timberwolves,0
2022-12-12,Los Angeles Clippers,Boston Celtics,0
2022-12-13,Philadelphia 76ers,Sacramento Kings,0
2022-12-13,Milwaukee Bucks,Golden State Warriors,0
2022-12-13,Houston Rockets,Phoenix Suns,0
2022-12-13,Utah Jazz,New Orleans Pelicans,0
2022-12-13,Los Angeles Lakers,Boston Celtics,1
2022-12-14,Charlotte Hornets,Detroit Pistons,1
2022-12-14,Indiana Pacers,Golden State Warriors,0
2022-12-14,Orlando Magic,Atlanta Hawks,0
2022-12-14,Chicago Bulls,New York Knicks,1
2022-12-14,Toronto Raptors,Sacramento Kings,1
2022-12-14,Oklahoma City Thunder,Miami Heat,1
2022-12-14,San Antonio Spurs,Portland Trail Blazers,1
2022-12-14,Dallas Mavericks,Cleveland Cavaliers,1
2022-12-14,Denver Nuggets,Washington Wizards,0
2022-12-14,Los Angeles Clippers,Minnesota Timberwolves,0
2022-12-15,Houston Rockets,Miami Heat,1
2022-12-15,Memphis Grizzlies,Milwaukee Bucks,0
2022-12-15,Utah Jazz,New Orleans Pelicans,0
2022-12-15,Los Angeles Clippers,Phoenix Suns,1
2022-12-16,Charlotte Hornets,Atlanta Hawks,1
2022-12-16,Detroit Pistons,Sacramento Kings,1
2022-12-16,Boston Celtics,Orlando Magic,1
2022-12-16,Cleveland Cavaliers,Indiana Pacers,0
2022-12-16,Philadelphia 76ers,Golden State Warriors,0
2022-12-16,Toronto Raptors,Brooklyn Nets,1
2022-12-16,Chicago Bulls,New York Knicks,1
2022-12-16,Oklahoma City Thunder,Minnesota Timberwolves,1
2022-12-16,Dallas Mavericks,Portland Trail Blazers,0
2022-12-16,Los Angeles Lakers,Denver Nuggets,0
2022-12-17,Los Angeles Clippers,Washington Wizards,0
2022-12-17,San Antonio Spurs,Miami Heat,1
2022-12-17,Cleveland Cavaliers,Dallas Mavericks,0
2022-12-17,Houston Rockets,Portland Trail Blazers,1
2022-12-17,Milwaukee Bucks,Utah Jazz,0
2022-12-17,Oklahoma City Thunder,Memphis Grizzlies,0
2022-12-17,Phoenix Suns,New Orleans Pelicans,0
2022-12-18,Boston Celtics,Orlando Magic,1
2022-12-18,Indiana Pacers,New York Knicks,1
2022-12-18,Detroit Pistons,Brooklyn Nets,1
2022-12-18,Toronto Raptors,Golden State Warriors,1
2022-12-18,Minnesota Timberwolves,Chicago Bulls,0
2022-12-18,Denver Nuggets,Charlotte Hornets,0
2022-12-18,Los Angeles Lakers,Washington Wizards,0
2022-12-19,Cleveland Cavaliers,Utah Jazz,0
2022-12-19,Philadelphia 76ers,Toronto Raptors,0
2022-12-19,Atlanta Hawks,Orlando Magic,0
2022-12-19,Houston Rockets,San Antonio Spurs,1
2022-12-19,Minnesota Timberwolves,Dallas Mavericks,0
2022-12-19,New Orleans Pelicans,Milwaukee Bucks,1
2022-12-19,Oklahoma City Thunder,Portland Trail Blazers,0
2022-12-19,Phoenix Suns,Los Angeles Lakers,0
2022-12-19,Sacramento Kings,Charlotte Hornets,1
2022-12-20,Detroit Pistons,Utah Jazz,1
2022-12-20,Miami Heat,Chicago Bulls,1
2022-12-20,New York Knicks,Golden State Warriors,0
2022-12-20,Phoenix Suns,Washington Wizards,1
2022-12-20,Denver Nuggets,Memphis Grizzlies,0
2022-12-21,Cleveland Cavaliers,Milwaukee Bucks,0
2022-12-21,Philadelphia 76ers,Detroit Pistons,0
2022-12-21,Atlanta Hawks,Chicago Bulls,1
2022-12-21,Boston Celtics,Indiana Pacers,1
2022-12-21,Brooklyn Nets,Golden State Warriors,0
2022-12-21,New York Knicks,Toronto Raptors,1
2022-12-21,Houston Rockets,Orlando Magic,1
2022-12-21,Minnesota Timberwolves,Dallas Mavericks,1
2022-12-21,Oklahoma City Thunder,Portland Trail Blazers,0
2022-12-21,Sacramento Kings,Los Angeles Lakers,0
2022-12-21,Los Angeles Clippers,Charlotte Hornets,0
2022-12-22,New Orleans Pelicans,San Antonio Spurs,0
2022-12-22,Utah Jazz,Washington Wizards,0
2022-12-23,Orlando Magic,San Antonio Spurs,0
2022-12-23,Philadelphia 76ers,Los Angeles Clippers,0
2022-12-23,Atlanta Hawks,Detroit Pistons,0
2022-12-23,Boston Celtics,Minnesota Timberwolves,0
2022-12-23,Brooklyn Nets,Milwaukee Bucks,0
2022-12-23,Cleveland Cavaliers,Toronto Raptors,1
2022-12-23,New York Knicks,Chicago Bulls,1
2022-12-23,Houston Rockets,Dallas Mavericks,1
2022-12-23,Miami Heat,Indiana Pacers,1
2022-12-23,Oklahoma City Thunder,New Orleans Pelicans,1
2022-12-23,Denver Nuggets,Portland Trail Blazers,0
2022-12-23,Phoenix Suns,Memphis Grizzlies,1
2022-12-23,Sacramento Kings,Washington Wizards,1
2022-12-23,Los Angeles Lakers,Charlotte Hornets,1
2022-12-25,New York Knicks,Philadelphia 76ers,1
2022-12-25,Dallas Mavericks,Los Angeles Lakers,0
2022-12-25,Boston Celtics,Milwaukee Bucks,0
2022-12-25,Golden State Warriors,Memphis Grizzlies,0
2022-12-25,Denver Nuggets,Phoenix Suns,0
2022-12-26,Cleveland Cavaliers,Brooklyn Nets,1
2022-12-26,Detroit Pistons,Los Angeles Clippers,1
2022-12-26,Miami Heat,Minnesota Timberwolves,0
2022-12-26,Chicago Bulls,Houston Rockets,1
2022-12-26,New Orleans Pelicans,Indiana Pacers,0
2022-12-26,San Antonio Spurs,Utah Jazz,0
2022-12-26,Portland Trail Blazers,Charlotte Hornets,0
2022-12-27,Orlando Magic,Los Angeles Lakers,1
2022-12-27,Washington Wizards,Philadelphia 76ers,0
2022-12-27,Boston Celtics,Houston Rockets,0
2022-12-27,Indiana Pacers,Atlanta Hawks,0
2022-12-27,Toronto Raptors,Los Angeles Clippers,1
2022-12-27,Memphis Grizzlies,Phoenix Suns,1
2022-12-27,Oklahoma City Thunder,San Antonio Spurs,0
2022-12-27,Dallas Mavericks,New York Knicks,0
2022-12-27,Golden State Warriors,Charlotte Hornets,0
2022-12-27,Sacramento Kings,Denver Nuggets,1
2022-12-28,Detroit Pistons,Orlando Magic,0
2022-12-28,Washington Wizards,Phoenix Suns,0
2022-12-28,Atlanta Hawks,Brooklyn Nets,1
2022-12-28,Miami Heat,Los Angeles Lakers,0
2022-12-28,Chicago Bulls,Milwaukee Bucks,0
2022-12-28,New Orleans Pelicans,Minnesota Timberwolves,0
2022-12-28,Golden State Warriors,Utah Jazz,0
2022-12-28,Sacramento Kings,Denver Nuggets,0
2022-12-29,Charlotte Hornets,Oklahoma City Thunder,0
2022-12-29,Indiana Pacers,Cleveland Cavaliers,0
2022-12-29,Boston Celtics,Los Angeles Clippers,0
2022-12-29,Toronto Raptors,Memphis Grizzlies,1
2022-12-29,San Antonio Spurs,New York Knicks,0
2022-12-29,Dallas Mavericks,Houston Rockets,0
2022-12-30,Orlando Magic,Washington Wizards,1
2022-12-30,Atlanta Hawks,Los Angeles Lakers,1
2022-12-30,Toronto Raptors,Phoenix Suns,0
2022-12-30,Chicago Bulls,Detroit Pistons,0
2022-12-30,Milwaukee Bucks,Minnesota Timberwolves,0
2022-12-30,New Orleans Pelicans,Philadelphia 76ers,0
2022-12-30,Denver Nuggets,Miami Heat,0
2022-12-30,Golden State Warriors,Portland Trail Blazers,0
2022-12-30,Sacramento Kings,Utah Jazz,0
2022-12-31,Indiana Pacers,Los Angeles Clippers,0
2022-12-31,Chicago Bulls,Cleveland Cavaliers,1
2022-12-31,Charlotte Hornets,Brooklyn Nets,1
2022-12-31,Houston Rockets,New York Knicks,1
2022-12-31,San Antonio Spurs,Dallas Mavericks,1
2022-12-31,Memphis Grizzlies,New Orleans Pelicans,0
2022-12-31,Minnesota Timberwolves,Detroit Pistons,1
2022-12-31,Oklahoma City Thunder,Philadelphia 76ers,1
2022-12-31,Utah Jazz,Miami Heat,1
2023-01-01,Denver Nuggets,Boston Celtics,0
2023-01-01,Memphis Grizzlies,Sacramento Kings,0
2023-01-01,Milwaukee Bucks,Washington Wizards,1
2023-01-02,New York Knicks,Phoenix Suns,0
2023-01-02,Charlotte Hornets,Los Angeles Lakers,1
2023-01-02,Cleveland Cavaliers,Chicago Bulls,0
2023-01-02,Indiana Pacers,Toronto Raptors,0
2023-01-02,Philadelphia 76ers,New Orleans Pelicans,0
2023-01-02,Brooklyn Nets,San Antonio Spurs,0
2023-01-02,Houston Rockets,Dallas Mavericks,1
2023-01-02,Minnesota Timberwolves,Denver Nuggets,0
2023-01-02,Golden State Warriors,Atlanta Hawks,0
2023-01-02,Portland Trail Blazers,Detroit Pistons,0
2023-01-02,Los Angeles Clippers,Miami Heat,1
2023-01-03,Milwaukee Bucks,Washington Wizards,0
2023-01-03,Oklahoma City Thunder,Boston Celtics,0
2023-01-03,Utah Jazz,Sacramento Kings,1
2023-01-04,Charlotte Hornets,Memphis Grizzlies,1
2023-01-04,Cleveland Cavaliers,Phoenix Suns,0
2023-01-04,Orlando Magic,Oklahoma City Thunder,0
2023-01-04,Philadelphia 76ers,Indiana Pacers,0
2023-01-04,New York Knicks,San Antonio Spurs,0
2023-01-04,Toronto Raptors,Milwaukee Bucks,1
2023-01-04,Chicago Bulls,Brooklyn Nets,0
2023-01-04,Minnesota Timberwolves,Portland Trail Blazers,0
2023-01-04,New Orleans Pelicans,Houston Rockets,0
2023-01-04,Golden State Warriors,Detroit Pistons,1
2023-01-04,Los Angeles Lakers,Miami Heat,0
2023-01-04,Sacramento Kings,Atlanta Hawks,1
2023-01-05,Orlando Magic,Memphis Grizzlies,1
2023-01-05,Dallas Mavericks,Boston Celtics,1
2023-01-05,Houston Rockets,Utah Jazz,1
2023-01-05,Denver Nuggets,Los Angeles Clippers,0
2023-01-06,Indiana Pacers,Portland Trail Blazers,0
2023-01-06,Philadelphia 76ers,Chicago Bulls,1
2023-01-06,New Orleans Pelicans,Brooklyn Nets,1
2023-01-06,Toronto Raptors,New York Knicks,1
2023-01-06,Milwaukee Bucks,Charlotte Hornets,1
2023-01-06,Oklahoma City Thunder,Washington Wizards,0
2023-01-06,San Antonio Spurs,Detroit Pistons,0
2023-01-06,Denver Nuggets,Cleveland Cavaliers,0
2023-01-06,Minnesota Timberwolves,Los Angeles Clippers,0
2023-01-06,Phoenix Suns,Miami Heat,1
2023-01-06,Los Angeles Lakers,Atlanta Hawks,0
2023-01-07,San Antonio Spurs,Boston Celtics,1
2023-01-07,Chicago Bulls,Utah Jazz,0
2023-01-07,Dallas Mavericks,New Orleans Pelicans,0
2023-01-07,Golden State Warriors,Orlando Magic,1
2023-01-07,Sacramento Kings,Los Angeles Lakers,1
2023-01-08,Detroit Pistons,Philadelphia 76ers,1
2023-01-08,Toronto Raptors,Portland Trail Blazers,0
2023-01-08,Indiana Pacers,Charlotte Hornets,0
2023-01-08,Memphis Grizzlies,Utah Jazz,0
2023-01-08,Miami Heat,Brooklyn Nets,1
2023-01-08,Houston Rockets,Minnesota Timberwolves,1
2023-01-08,Oklahoma City Thunder,Dallas Mavericks,0
2023-01-08,Phoenix Suns,Cleveland Cavaliers,1
2023-01-08,Los Angeles Clippers,Atlanta Hawks,1
2023-01-09,Washington Wizards,New Orleans Pelicans,1
2023-01-09,Boston Celtics,Chicago Bulls,0
2023-01-09,New York Knicks,Milwaukee Bucks,1
2023-01-09,Memphis Grizzlies,San Antonio Spurs,0
2023-01-09,Denver Nuggets,Los Angeles Lakers,0
2023-01-09,Sacramento Kings,Orlando Magic,0
2023-01-10,Philadelphia 76ers,Detroit Pistons,0
2023-01-10,Miami Heat,Oklahoma City Thunder,0
2023-01-10,Toronto Raptors,Charlotte Hornets,0
2023-01-10,Utah Jazz,Cleveland Cavaliers,0
2023-01-10,Golden State Warriors,Phoenix Suns,1
2023-01-10,Portland Trail Blazers,Orlando Magic,1
2023-01-10,Los Angeles Clippers,Dallas Mavericks,0
2023-01-11,Detroit Pistons,Minnesota Timberwolves,0
2023-01-11,Washington Wizards,Chicago Bulls,0
2023-01-11,Atlanta Hawks,Milwaukee Bucks,1
2023-01-11,Boston Celtics,New Orleans Pelicans,0
2023-01-11,New York Knicks,Indiana Pacers,0
2023-01-11,Memphis Grizzlies,San Antonio Spurs,0
2023-01-11,Denver Nuggets,Phoenix Suns,0
2023-01-11,Sacramento Kings,Houston Rockets,0
2023-01-12,Philadelphia 76ers,Oklahoma City Thunder,1
2023-01-12,Brooklyn Nets,Boston Celtics,1
2023-01-12,Miami Heat,Milwaukee Bucks,0
2023-01-12,Toronto Raptors,Charlotte Hornets,0
2023-01-12,Los Angeles Lakers,Dallas Mavericks,1
2023-01-12,Portland Trail Blazers,Cleveland Cavaliers,1
2023-01-13,Detroit Pistons,New Orleans Pelicans,1
2023-01-13,Indiana Pacers,Atlanta Hawks,1
2023-01-13,Washington Wizards,New York Knicks,1
2023-01-13,San Antonio Spurs,Golden State Warriors,1
2023-01-13,Chicago Bulls,Oklahoma City Thunder,1
2023-01-13,Minnesota Timberwolves,Phoenix Suns,0
2023-01-13,Utah Jazz,Orlando Magic,0
2023-01-13,Los Angeles Clippers,Denver Nuggets,1
2023-01-13,Sacramento Kings,Houston Rockets,0
2023-01-14,Miami Heat,Milwaukee Bucks,0
2023-01-14,Charlotte Hornets,Boston Celtics,1
2023-01-14,Indiana Pacers,Memphis Grizzlies,1
2023-01-14,Toronto Raptors,Atlanta Hawks,1
2023-01-14,Minnesota Timberwolves,Cleveland Cavaliers,0
2023-01-14,Utah Jazz,Philadelphia 76ers,1
2023-01-14,Portland Trail Blazers,Dallas Mavericks,0
2023-01-15,Detroit Pistons,New York Knicks,1
2023-01-15,Los Angeles Clippers,Houston Rockets,0
2023-01-15,Chicago Bulls,Golden State Warriors,0
2023-01-15,Brooklyn Nets,Oklahoma City Thunder,1
2023-01-15,San Antonio Spurs,Sacramento Kings,1
2023-01-15,Denver Nuggets,Orlando Magic,0
2023-01-15,Portland Trail Blazers,Dallas Mavericks,0
2023-01-15,Los Angeles Lakers,Philadelphia 76ers,1
2023-01-16,Charlotte Hornets,Boston Celtics,1
2023-01-16,Milwaukee Bucks,Indiana Pacers,0
2023-01-16,Cleveland Cavaliers,New Orleans Pelicans,0
2023-01-16,New York Knicks,Toronto Raptors,1
2023-01-16,Washington Wizards,Golden State Warriors,1
2023-01-16,Atlanta Hawks,Miami Heat,0
2023-01-16,Minnesota Timberwolves,Utah Jazz,1
2023-01-16,Memphis Grizzlies,Phoenix Suns,0
2023-01-16,Los Angeles Lakers,Houston Rockets,0
2023-01-17,Milwaukee Bucks,Toronto Raptors,0
2023-01-17,San Antonio Spurs,Brooklyn Nets,0
2023-01-17,Denver Nuggets,Portland Trail Blazers,0
2023-01-17,Los Angeles Clippers,Philadelphia 76ers,1
2023-01-18,Dallas Mavericks,Atlanta Hawks,1
2023-01-18,New York Knicks,Washington Wizards,1
2023-01-18,Houston Rockets,Charlotte Hornets,1
2023-01-18,Memphis Grizzlies,Cleveland Cavaliers,0
2023-01-18,New Orleans Pelicans,Miami Heat,1
2023-01-18,Oklahoma City Thunder,Indiana Pacers,0
2023-01-18,Utah Jazz,Los Angeles Clippers,0
2023-01-18,Denver Nuggets,Minnesota Timberwolves,0
2023-01-18,Los Angeles Lakers,Sacramento Kings,1
2023-01-19,Detroit Pistons,Chicago Bulls,1
2023-01-19,Boston Celtics,Golden State Warriors,0
2023-01-19,Minnesota Timberwolves,Toronto Raptors,0
2023-01-19,Phoenix Suns,Brooklyn Nets,0
2023-01-19,Portland Trail Blazers,Philadelphia 76ers,1
2023-01-20,Orlando Magic,New Orleans Pelicans,0
2023-01-20,Atlanta Hawks,New York Knicks,0
2023-01-20,Cleveland Cavaliers,Golden State Warriors,1
2023-01-20,Dallas Mavericks,Miami Heat,0
2023-01-20,San Antonio Spurs,Los Angeles Clippers,1
2023-01-20,Denver Nuggets,Indiana Pacers,0
2023-01-20,Utah Jazz,Brooklyn Nets,1
2023-01-20,Los Angeles Lakers,Memphis Grizzlies,0
2023-01-20,Sacramento Kings,Oklahoma City Thunder,0
2023-01-21,Toronto Raptors,Boston Celtics,1
2023-01-21,Washington Wizards,Orlando Magic,0
2023-01-21,Atlanta Hawks,Charlotte Hornets,1
2023-01-21,Cleveland Cavaliers,Milwaukee Bucks,0
2023-01-21,Minnesota Timberwolves,Houston Rockets,0
2023-01-21,Phoenix Suns,Indiana Pacers,0
2023-01-21,Sacramento Kings,Philadelphia 76ers,1
2023-01-22,Dallas Mavericks,Los Angeles Clippers,1
2023-01-22,Miami Heat,New Orleans Pelicans,0
2023-01-22,Toronto Raptors,New York Knicks,0
2023-01-22,Denver Nuggets,Oklahoma City Thunder,1
2023-01-22,Phoenix Suns,Memphis Grizzlies,0
2023-01-22,Golden State Warriors,Brooklyn Nets,1
2023-01-22,Portland Trail Blazers,Los Angeles Lakers,1
2023-01-23,Detroit Pistons,Milwaukee Bucks,1
2023-01-23,Orlando Magic,Boston Celtics,0
2023-01-23,Chicago Bulls,Atlanta Hawks,0
2023-01-23,Houston Rockets,Minnesota Timberwolves,0
2023-01-23,Utah Jazz,Charlotte Hornets,0
2023-01-23,Portland Trail Blazers,San Antonio Spurs,0
2023-01-23,Sacramento Kings,Memphis Grizzlies,0
2023-01-24,Indiana Pacers,Chicago Bulls,0
2023-01-24,Miami Heat,Boston Celtics,0
2023-01-24,New York Knicks,Cleveland Cavaliers,0
2023-01-24,New Orleans Pelicans,Denver Nuggets,1
2023-01-24,Dallas Mavericks,Washington Wizards,1
2023-01-24,Phoenix Suns,Charlotte Hornets,0
2023-01-24,Los Angeles Lakers,Los Angeles Clippers,1
2023-01-25,Orlando Magic,Indiana Pacers,0
2023-01-25,Philadelphia 76ers,Brooklyn Nets,0
2023-01-25,Houston Rockets,Washington Wizards,1
2023-01-25,Milwaukee Bucks,Denver Nuggets,0
2023-01-25,New Orleans Pelicans,Minnesota Timberwolves,1
2023-01-25,Oklahoma City Thunder,Atlanta Hawks,1
2023-01-25,Golden State Warriors,Memphis Grizzlies,0
2023-01-25,Portland Trail Blazers,Utah Jazz,0
2023-01-25,Sacramento Kings,Toronto Raptors,1
2023-01-25,Los Angeles Lakers,San Antonio Spurs,0
2023-01-26,Boston Celtics,New York Knicks,1
2023-01-26,Brooklyn Nets,Detroit Pistons,1
2023-01-26,Charlotte Hornets,Chicago Bulls,0
2023-01-26,Houston Rockets,Cleveland Cavaliers,1
2023-01-26,Phoenix Suns,Dallas Mavericks,1
2023-01-26,Los Angeles Clippers,San Antonio Spurs,0
2023-01-27,Indiana Pacers,Milwaukee Bucks,1
2023-01-27,Minnesota Timberwolves,Memphis Grizzlies,0
2023-01-27,Miami Heat,Orlando Magic,0
2023-01-27,Oklahoma City Thunder,Cleveland Cavaliers,0
2023-01-27,Golden State Warriors,Toronto Raptors,0
2023-01-28,Philadelphia 76ers,Denver Nuggets,0
2023-01-28,Brooklyn Nets,New York Knicks,0
2023-01-28,Detroit Pistons,Houston Rockets,1
2023-01-28,Orlando Magic,Chicago Bulls,1
2023-01-28,Atlanta Hawks,Los Angeles Clippers,1
2023-01-28,Minnesota Timberwolves,Sacramento Kings,0
2023-01-28,New Orleans Pelicans,Washington Wizards,1
2023-01-28,San Antonio Spurs,Phoenix Suns,1
2023-01-28,Boston Celtics,Los Angeles Lakers,0
2023-01-28,Utah Jazz,Dallas Mavericks,0
2023-01-28,Portland Trail Blazers,Toronto Raptors,1
2023-01-29,Charlotte Hornets,Miami Heat,0
2023-01-29,Memphis Grizzlies,Indiana Pacers,0
2023-01-29,Cleveland Cavaliers,Los Angeles Clippers,0
2023-01-29,Milwaukee Bucks,New Orleans Pelicans,0
2023-01-30,Philadelphia 76ers,Orlando Magic,1
2023-01-30,Brooklyn Nets,Los Angeles Lakers,0
2023-01-30,Minnesota Timberwolves,Sacramento Kings,1
2023-01-30,Oklahoma City Thunder,Golden State Warriors,1
2023-01-30,San Antonio Spurs,Washington Wizards,1
2023-01-30,Dallas Mavericks,Detroit Pistons,0
2023-01-30,Phoenix Suns,Toronto Raptors,0
2023-01-30,Portland Trail Blazers,Atlanta Hawks,0
2023-01-31,Cleveland Cavaliers,Miami Heat,1
2023-01-31,New York Knicks,Los Angeles Lakers,1
2023-01-31,Chicago Bulls,Los Angeles Clippers,1
2023-01-31,Milwaukee Bucks,Charlotte Hornets,0
2023-01-31,Denver Nuggets,New Orleans Pelicans,0
2023-02-01,Memphis Grizzlies,Portland Trail Blazers,1
2023-02-01,Philadelphia 76ers,Orlando Magic,0
2023-02-01,Boston Celtics,Brooklyn Nets,0
2023-02-01,Houston Rockets,Oklahoma City Thunder,0
2023-02-01,Minnesota Timberwolves,Golden State Warriors,0
2023-02-01,San Antonio Spurs,Sacramento Kings,1
2023-02-01,Utah Jazz,Toronto Raptors,0
2023-02-01,Phoenix Suns,Atlanta Hawks,1
2023-02-02,Indiana Pacers,Los Angeles Lakers,1
2023-02-02,Cleveland Cavaliers,Memphis Grizzlies,0
2023-02-02,New York Knicks,Miami Heat,0
2023-02-02,Chicago Bulls,Charlotte Hornets,0
2023-02-02,Dallas Mavericks,New Orleans Pelicans,0
2023-02-02,Denver Nuggets,Golden State Warriors,0
2023-02-02,Milwaukee Bucks,Los Angeles Clippers,0
2023-02-03,Detroit Pistons,Charlotte Hornets,0
2023-02-03,Indiana Pacers,Sacramento Kings,0
2023-02-03,Washington Wizards,Portland Trail Blazers,1
2023-02-03,Boston Celtics,Phoenix Suns,1
2023-02-03,Houston Rockets,Toronto Raptors,1
2023-02-03,Minnesota Timberwolves,Orlando Magic,1
2023-02-03,San Antonio Spurs,Philadelphia 76ers,1
2023-02-03,Utah Jazz,Atlanta Hawks,1
2023-02-04,Brooklyn Nets,Washington Wizards,0
2023-02-04,New Orleans Pelicans,Los Angeles Lakers,0
2023-02-04,Detroit Pistons,Phoenix Suns,1
2023-02-04,New York Knicks,Los Angeles Clippers,1
